locusId	sysName	desc	comb	setATCH110 LB	setATCH111 LB	setATCH112 LB	setATCH128 M9	setATCH129 M9	setATCH130 M9	setATCH145 PDB	setATCH146 PDB	setATCH147 PDB	setATCH148 Atlantic	setATCH149 Atlantic	setATCH150 Atlantic	setATCH151 Atlantic	setATCH152 Atlantic	setATCH153 Atlantic	setATCH154 Norland	setATCH155 Norland	setATCH156 Norland	setATCH157 Norland	setATCH158 Norland	setATCH159 Norland	setATCH160 Upstate	setATCH161 Upstate	setATCH162 Upstate	setATCH163 Upstate	setATCH164 Upstate	setATCH165 Upstate	setATCH191 LB	setATCH192 LB	setATCH194 PDB	setATCH195 PDB	setATCH196 PDB	setATCH197 M9	setATCH198 M9	setATCH199 M9
DDA3937_RS00055	DDA3937_RS00055	ribose operon transcriptional repressor RbsR	DDA3937_RS00055 ribose operon transcriptional repressor RbsR	1.27290266271347	1.41661584993385	1.38183080977424	1.97707855553803	2.53955615739992	2.33006936469796	-0.507029712962715	-0.633792275973005	-0.343084295710727	0.781441824680244	1.06447197223407	0.486397253307718	0.602440577120875	0.492039996132976	0.2155898660145	0.989404914944955	0.98080039071621	1.21720302627875	0.958264872075698	1.30314816252103	1.30441176019038	2.49367408182232	0.961555647923515	1.19159961426909	0.812179664514265	1.29633128491976	1.36503844851644	-0.366010799468137	-0.393227949427286	0.140057297994491	-0.114398538775583	-0.0215755845191441	3.22867935344216	2.73822292809224	2.94115575093789
DDA3937_RS00080	DDA3937_RS00080	molybdopterin-guanine dinucleotide biosynthesis protein B	DDA3937_RS00080 molybdopterin-guanine dinucleotide biosynthesis protein B	-0.117093949891356	-0.0702985660612634	-0.27135274674318	-0.231468660861202	-0.0693741302172479	0.109546318646829	-0.326101467022291	-0.179321579529757	-0.211788234811612	0.0840765448116967	0.371136857513388	0.287302248641596	-0.199310776883955	0.207644090294782	-0.0819824282849775	0.117447473594971	-0.178901074755381	-0.0524555305500691	-0.0248805945050159	0.05251491665976	-0.104745077952326	-0.223119119698964	0.0642004567445491	0.0553581861758383	0.0867663190861527	0.14926579681345	-0.168312659518175	-0.122644238793534	-0.0059389901075777	-0.0659305309070837	-0.043760725796987	-0.896808262748039	-0.201529672411713	-0.107375869903293	0.124043307158705
DDA3937_RS00085	DDA3937_RS00085	molybdenum cofactor guanylyltransferase MobA	DDA3937_RS00085 molybdenum cofactor guanylyltransferase MobA	-0.351385062047742	-0.355078798049639	-0.363223532194451	-0.182593354954723	0.207583134270875	0.133940894728853	0.237139147294752	0.560983143141327	0.331777770367438	-0.37960318668196	-0.173327123730436	-0.134902707168	-0.368651429364574	-0.664798212388952	-0.193272844125377	-0.611964030834132	-0.81824345190295	-0.434622799794986	-0.68755283522194	-0.464546210586979	-0.199551165662127	-0.973787182630161	-0.517669156653175	-0.776168716736729	-0.699242996415579	-0.847101359571522	-0.777411406225298	-0.160112533656349	-0.199620015707169	0.459731628088025	0.60527096101384	0.319719775338358	-0.22896867500287	-0.171394594879384	-0.0356699095154043
DDA3937_RS00090	DDA3937_RS00090	YihD family protein	DDA3937_RS00090 YihD family protein	0.00152094036711292	0.0681769580075368	0.0987405218960606	0.338869816809249	-0.254450287412264	-0.246754733703831	-0.75719955376551	-0.886519992997678	-0.863849538632791	0.905965470225142	-0.226190927169314	-0.363393347023234	-0.439915648135764	0.0831948195341952	0.251160253672779	0.223450195526059	0.178207335655853	0.153775500451234	-0.119715190434752	-0.0164320914984164	-0.118521471473557	-0.520181956582576	-0.314263090643163	0.502541077193547	0.455497003810225	-0.233941083730195	-0.333594073852203	-0.185699257278275	-0.101503226825878	0.0943633818374177	-0.537933057603054	-0.335702117165976	0.159746210644076	-0.537810612785147	0.233220641108185
DDA3937_RS00095	DDA3937_RS00095	serine/threonine protein kinase	DDA3937_RS00095 serine/threonine protein kinase	0.158584825579079	0.197686010246045	0.193122929787225	0.0403511079085161	-0.0340868128723113	-0.160382672885549	-0.316991214641047	-0.299651805668019	0.0193997697177253	-0.0359150297572626	-0.135872830968022	-0.31633061408789	-0.172141900408588	-0.382220162133872	-0.235165533943637	-0.121422441796612	-0.111265683382753	-0.315722459810027	-0.0798893331083821	0.106202036470615	-0.340785620060377	-0.400527918002772	-0.403421456258813	-0.351763827936849	-0.427421478761004	-0.348623707995829	-0.161663095796718	0.0115977112823447	-0.0627723104755862	-0.172219518084856	0.282199135481689	-0.0570083858292678	0.285314089969075	0.0116075924366041	-0.391960120315296
DDA3937_RS00100	DDA3937_RS00100	thiol:disulfide interchange protein DsbA	DDA3937_RS00100 thiol:disulfide interchange protein DsbA	1.3781368975457	1.65078131401879	1.56587654439048	0.247227022275927	0.966934632145894	0.8990923871608	0.882838641603004	1.42612519462397	1.19394324324391	-0.38167157193032	-0.424581581176339	-0.698585303959193	-0.692800349214822	-0.588608427293762	-1.02379694554507	-0.268052211079221	-1.50652825659896	-0.713219540716768	-1.73610858503631	0.292654535853868	-0.551611869814351	-1.28242926154608	-0.115305062907781	-0.458869279984316	-1.2256993084394	-1.09852257441454	-0.398636066385899	-0.0593203562664504	-0.16224275813908	1.36416599503872	1.69368067110115	1.29306854935762	0.967897584600224	0.913627906971016	1.25250605379059
DDA3937_RS00115	DDA3937_RS00115	Der GTPase-activating protein YihI	DDA3937_RS00115 Der GTPase-activating protein YihI	0.260606558022839	0.572078286281591	0.0902895660048055	0.221087179132831	-0.13872022415899	-0.0751907539858963	-0.599769147398136	0.505899942899761	0.312263667256778	-0.365332333324722	-0.0275292879968119	0.0528493231081419	0.189353255626867	-0.736551978859832	-0.17800523895502	0.100361347996042	-0.131796367789641	-0.446329042650705	-0.375818469667604	-0.413705182093127	0.793969768700573	-0.210572080312626	-0.0226963284307586	1.08237928924225	-0.345940079767799	-0.414360298150762	-0.0692910358532621	0.225932957621727	-0.0880477619198752	-0.0400078987603676	-0.976254431217846	-0.109667264064565	0.0102400749561922	0.00258775159778613	0.15808738867977
DDA3937_RS00120	DDA3937_RS00120	oxygen-independent coproporphyrinogen III oxidase	DDA3937_RS00120 oxygen-independent coproporphyrinogen III oxidase	-0.0747198011585367	-0.0744238877072821	-0.0162393645145118	-0.0186583928957855	0.0550173600912658	0.0208395080680792	0.118778485217617	-0.160404356093905	-0.077072142114422	-0.406915918090706	-0.243303706054366	-0.499268828766348	-0.248220686247073	-0.632737463865745	-0.12398895342673	-0.524245090116783	-0.825409261245599	-0.358736794919843	-0.549496049043654	-0.620980581159084	-0.72826829465505	-1.19305147454183	-0.694414931416114	-0.720686929385623	-0.808569344852456	-0.55925628878046	-0.685954189156346	0.0310582604805936	-0.0628327020794761	-0.132864394881785	-0.169196439581694	0.0867140525926988	0.0174183233594005	-0.166326822839666	0.0123889125340035
DDA3937_RS00125	DDA3937_RS00125	nitrogen regulation protein NR(I)	DDA3937_RS00125 nitrogen regulation protein NR(I)	-0.00247740072714242	-0.927933497450341	-0.832464304834718	-1.61718251203136	-1.26970549087578	-3.23947171765689	-1.47231312401677	-1.2350709746769	-0.840647786631401	0.0674201115367365	-1.87358548497659	-1.42326014211808	0.0271153879205648	-1.65808515628334	-0.874811039629639	-0.727714783906457	-1.24857859980634	-0.33648776982513	-0.697153757903354	-0.202319674768374	-1.29526724309086	-0.592538036849122	-0.538759926885918	-1.14587476464275	-0.515124528867929	-1.23460753795119	0.487634250886072	-1.34402709455608	-1.80880770658876	-1.16854628849345	-0.830339419094977	-0.853127080141244	-2.23636680231605	-2.16557715659998	-2.09061913862108
DDA3937_RS00130	DDA3937_RS00130	nitrogen regulation protein NR(II)	DDA3937_RS00130 nitrogen regulation protein NR(II)	-0.275237703956245	-0.245159060275944	0.0568206948310479	-0.846117288434034	-0.653304324672994	-0.595680882033986	-1.67013657706491	-1.31588633547958	-1.76270800214411	-0.0129584189632421	0.0530151528807301	-0.405939642552561	-0.115309683830847	0.114060095253796	0.3170766440719	0.0747913098155728	0.0649386580808653	0.00766548871389183	-0.264041369477641	-0.113210259697993	-0.264063552402797	0.266963778212101	-0.196685860444208	0.0628465122137278	0.54849601148027	-0.285523687690272	0.154847075415345	-0.121168817622674	0.0449245205021198	-2.4225633783607	-2.6347770722863	-2.52629883659306	-0.540026314770551	0.0608732555704525	-0.775233704871964
DDA3937_RS00135	DDA3937_RS00135	glutamate--ammonia ligase	DDA3937_RS00135 glutamate--ammonia ligase	-1.88486379716611	-1.92364867316278	-1.4525018821065	-2.2671814743182	-3.23987133907208	-3.36592754980425	-0.861510877728722	-0.927217774022347	-0.100985354647473	-0.42321916824794	-1.76305332771937	-2.2306203339928	0.880620486468711	-0.835088834404389	-1.90851149486726	-2.65692104481095	-1.33311202383121	-1.74116172267532	-0.506828716655333	-1.35558412876652	-1.22387357653878	-1.29793863866602	-2.8708967280088	-2.11664385438718	-1.26474818861609	-2.0547571818061	-1.43862445242244	-0.625570863063664	-0.340214967764005	-1.47172072667171	-0.47744475004939	-2.333740805675	-1.38587856985398	-1.46890864069206	-0.952027690035268
DDA3937_RS00140	DDA3937_RS00140	ribosome-dependent GTPase TypA	DDA3937_RS00140 ribosome-dependent GTPase TypA	-0.922066844015372	-0.776916195214201	-1.2539452806552	0.909411087480505	0.899845790285642	1.15505122900666	-0.212758019658947	-0.708516815653025	0.0334766458554012	-1.23122181217816	-1.52306434786498	-0.77730104863607	-0.97744461585629	-1.14481199071903	-0.964088626039983	-1.25751906210585	0.117148109986573	-1.06927293298979	-1.2172820611215	-0.578496405301467	-1.74005058511548	-1.12679102865926	-1.34154459875015	-1.08010819423871	-1.04581186731723	-1.43004007649688	-1.14709616489836	-0.943607613824499	-0.916621772821946	0.102480891734226	0.53288467411915	-0.326000100073388	0.459485115858831	1.04468132820128	1.54931818350402
DDA3937_RS00145	DDA3937_RS00145	glucose-1-phosphatase	DDA3937_RS00145 glucose-1-phosphatase	0.0240232909376148	0.178364992451839	0.0925692369157665	-0.0643012121372972	0.0587762828017044	-0.264503453826851	-0.0449647116877108	-0.0878430472884935	0.263035082718859	0.263198103768769	0.0246440257248857	0.269586042947331	-0.06661602595468	-0.137480633018102	0.316544741634584	0.0962001109549453	0.216004188572288	0.358358361259492	-0.132173567443738	0.432891267626367	-0.0501237357728948	-0.0262315583980091	0.0517460557998433	0.00321925707125059	0.18615470391771	0.183680531750915	0.300521267395	0.124400764315601	-0.0738673464532484	-0.416535754262228	-0.0318361933623443	0.248528208723853	0.0468399912465545	0.104905767022306	0.278503782310131
DDA3937_RS00150	DDA3937_RS00150	D-tyrosyl-tRNA(Tyr) deacylase	DDA3937_RS00150 D-tyrosyl-tRNA(Tyr) deacylase	0.166908008518644	0.023703641984534	-0.149902298457477	-0.415050189494861	-0.368296434561221	-0.62290890614024	0.356362697245249	-0.236483383499674	-0.82781661493872	0.235530175380977	0.0532388000536062	-0.0487650155301491	0.366786619123616	-0.200018361735098	-0.361572500719568	-0.326826976591483	-0.0687303435655862	-0.261293797873235	0.635122398607061	0.114101147120854	0.252453857060878	-0.165115354481754	0.172123180944151	-0.0155567789626998	0.0234333340876709	-0.435662601707112	-0.0203573692251877	-0.0113449859800876	-0.0800592939339686	-0.00172009703087239	-0.268794767906205	-0.48158192385768	-0.371321269555224	-0.526590183300273	-0.0871031372692617
DDA3937_RS00155	DDA3937_RS00155	fatty acid biosynthesis protein FabY	DDA3937_RS00155 fatty acid biosynthesis protein FabY	-0.382391895776461	-0.300171122349595	-0.288128616466945	-0.805809416939049	-0.872279946256053	-0.74915211759457	-0.0165480358168986	-0.595619360538826	-1.39623199275347	0.182762556853953	-0.386853284670844	-0.434004100683777	-0.532564598305871	-0.275568895980608	-0.420531598973442	-0.0637607990640521	-0.501444162459936	-0.252876177665182	-0.064753988701441	0.1228860686869	-0.143625913831805	-0.190217484917748	-0.225269103705451	-0.012323832415158	0.146358833005937	-0.107626824833663	-0.142770178124821	0.103401474008531	-0.101300354513913	-0.810560561446096	-0.161103776298498	-0.520227143439146	-1.02306245123013	-0.834054894597179	-0.543847613728045
DDA3937_RS00160	DDA3937_RS00160	AsmA family protein	DDA3937_RS00160 AsmA family protein	0.0187216423998391	0.065061940889559	-0.0450952131171758	-0.0548995644990624	-0.0359801663018	-0.00614577364372959	-0.19779104270592	0.39916672551611	-0.176212695509711	-0.00106388535123125	0.0991053196189928	-0.172792150778756	-0.0542747920625106	0.0619742028406984	-0.0303667473923366	-0.0894708270473656	-0.0943114913688019	0.138517897355674	-0.00870920553498089	-0.105395048104045	-0.00488297955896577	-0.390880270548309	0.0926079701082665	-0.0883292065357613	0.23348945672441	-0.0356234543632907	-0.0533351915707383	-0.0558965687773116	0.131110899226828	0.0720098252925596	0.020166678779745	-0.0182259497575887	-0.0027732688217037	-0.220221083040959	0.0349253756433479
DDA3937_RS00165	DDA3937_RS00165	uracil-xanthine permease	DDA3937_RS00165 uracil-xanthine permease	-0.213904503961226	-0.0429729568717356	-0.100073029802806	-0.310646868054944	-0.0279883661372262	-0.0966245389145226	0.269993099399326	-0.287279392874763	-0.18525797720634	0.0168938902263784	-0.0741581162582488	0.446122232646882	0.0277231017355659	0.294626975140886	0.208398790327986	0.192166855250397	0.419137560563845	-0.0905182033407868	-0.0715704983447698	0.258873966805393	0.0857134594700648	0.273538191917306	0.10700202321104	0.144685290337216	0.120119691820211	0.180116624457888	0.14067274321488	-0.0673920344983037	-0.0456868100453163	-0.136309109944968	0.191575405133612	-0.0308284544326436	-0.313067846188313	-0.244039285972913	-0.307533564294231
DDA3937_RS00170	DDA3937_RS00170	ATP-dependent DNA helicase RecG	DDA3937_RS00170 ATP-dependent DNA helicase RecG	-0.320605833779307	-0.244376499775455	-0.265442269537793	-0.188622340689606	-0.40993867263945	-0.236713222492408	-0.822145141710667	-0.700796484546325	-0.55361253555322	-0.659647269438075	-0.297689342392534	-0.512019674390618	-0.155648935755218	-0.418778696758244	-0.284561089944618	-0.484896721671024	-0.432795517785248	-0.37280541914538	-0.1245700520056	-0.6775708691201	0.266998233379319	-0.0794631173255389	-0.233236840928138	-0.149289778531446	-0.421496356402004	-0.0406098518354865	-0.0103982281940622	-0.566645412729649	-0.676451056971693	-0.927238249286842	-0.499914774068879	-0.438521749870918	-0.566023057608969	-1.03904916029195	-0.384206712091676
DDA3937_RS00175	DDA3937_RS00175	tRNA (guanosine(18)-2'-O)-methyltransferase TrmH	DDA3937_RS00175 tRNA (guanosine(18)-2'-O)-methyltransferase TrmH	-0.344546770080341	-0.230851053747624	-0.152018443692904	-0.0470951306976446	-0.267685556922932	-0.42744307370843	0.0647517977746097	-0.264218473566023	-0.359768557493806	-0.319703150244389	-0.212307588969642	-0.408377588621406	0.226822170086391	-0.0212723580290364	0.221093312051229	-0.174947463696098	0.42320295104697	-0.0364235894776601	-0.10747521729364	0.313671168461692	0.246783210725809	-0.161241474139528	-0.0991481597285315	-0.182772546194591	0.0479003160368188	-0.219079900113172	-0.282882519226199	-0.341825830420562	-0.17071812586808	-0.195823548973276	0.0485868811439014	-0.176478079839218	-0.43772239832764	-0.372529243130426	-0.198938628025241
DDA3937_RS00185	DDA3937_RS00185	DNA-directed RNA polymerase subunit omega	DDA3937_RS00185 DNA-directed RNA polymerase subunit omega	-0.184491021996596	-0.0773007938720598	0.391190621975972	0.519183917021726	0.276895104360529	0.396222262810517	0.317751198849795	0.976758394597488	0.968495743795757	-0.130577969021612	-0.0723260047136021	-0.60503979637256	0.507528344601629	-0.509449494381476	-0.574422595647883	-0.0593698875475466	0.0699632366752019	0.0879229555517471	-0.220690317787201	0.0692046166609219	-0.859823803158798	-0.794505073103708	-0.219220336634475	0.718646989621141	1.33431427945223	0.211127924983834	-0.779049535777715	0.218882731384667	-0.532914810101256	1.45119670055058	1.8860651123159	2.4054909580653	-0.158040117024732	1.08155893360082	0.964905666854025
DDA3937_RS00195	DDA3937_RS00195	NAD-dependent DNA ligase LigB	DDA3937_RS00195 NAD-dependent DNA ligase LigB	-0.0202993059033459	0.0434427107999923	-0.0111567017656218	-0.114901581219057	-0.3547371407548	-0.175805309119518	-0.0149725307941146	-0.214423910981184	0.0493060112156156	-0.308712231695885	-0.328986007270605	-0.094000146843662	0.195813434476575	-0.320524737931779	-0.248142269458899	-0.132788101778258	-0.133871536746736	0.0592647457610498	-0.00631355867290084	-0.0403176581331377	-0.0341167330764973	-0.310733667142703	0.0347354833931199	-0.096532322308013	-0.298956173988561	-0.129661124093318	0.0102679098194169	-0.0779819251558045	-0.017054232353191	-0.258826129522165	-0.240584355370761	-0.217523870073115	-0.180736413109263	-0.248701415028561	-0.228292007912209
DDA3937_RS00200	DDA3937_RS00200	kdo(2)-lipid A phosphoethanolamine 7''-transferase	DDA3937_RS00200 kdo(2)-lipid A phosphoethanolamine 7''-transferase	-0.0736509377586435	-0.194011770159587	-0.126978607705279	-0.112902906843484	-0.0855101952985653	-0.220115916910721	-0.10454450514267	-0.13488293766897	-0.194701791822282	0.314359080719694	0.00729773784611898	-0.0789850782532611	-0.0314580364366084	0.0571163391276919	0.0703216113016312	0.0247137917553129	0.111734532128561	0.220304609572927	0.106596472813988	0.192636638640606	-0.0596858107465059	0.257511370824915	0.150871846020355	0.0398647466579738	-0.149608124406448	0.0666035777636214	0.104044557548336	-0.0677424295814564	0.0495423674486717	0.174331100763117	0.0493347281423955	-0.0106421152359251	0.0307293094491892	-0.0873983876933464	-0.040073146425275
DDA3937_RS00210	DDA3937_RS00210	tetratricopeptide repeat protein	DDA3937_RS00210 tetratricopeptide repeat protein	0.0128328250583686	-0.239113982833128	0.00644401888132595	0.179721800593963	0.029815550967893	0.0197067491944742	-0.13887268269545	0.0308754016323389	-0.0857553809140539	0.0892847139263639	0.118384722568353	-0.216144764358747	-0.0951962457121418	-0.0459410339786599	0.132260939187913	0.256550366791217	-0.273790884781175	-0.0374424500847634	0.400487699516412	-0.0386260332871005	-0.121651076740728	-0.11340616752349	0.0541707059700021	-0.0186227054867207	0.401940538774821	-0.0613205740402338	0.172266098166768	-0.016310043188845	-0.076209303467615	-0.432780316591841	-0.203269680114808	-0.521235076565835	-0.114587297836078	0.19562900276786	-0.37576552608785
DDA3937_RS00215	DDA3937_RS00215	SDR family oxidoreductase	DDA3937_RS00215 SDR family oxidoreductase	0.0318405342886087	0.120175572270057	-0.0671780932869801	-0.176038440653828	-0.150362876439642	-0.147973134952097	0.0280891917753252	-0.0412869197035075	0.0303752322647772	-0.0170782164751175	-0.172170998741348	-0.175743011887233	-0.00980758656788705	0.208440955796268	0.197019376953177	-0.0799807376027204	0.026681908041569	-0.146795239690231	0.237769221949665	-0.377479351851453	0.216958839510244	-0.111174291151511	-0.215250795663649	-0.0415161437393756	0.00342543647448124	0.0378359423680643	0.0196930718175481	-0.00723577864461844	-0.0256467796356601	-0.205063346769492	-0.0144881992747536	-0.209303282849945	0.0920832482657166	0.196413198046582	-0.0867583281758741
DDA3937_RS00220	DDA3937_RS00220	long-chain-fatty-acid--CoA ligase	DDA3937_RS00220 long-chain-fatty-acid--CoA ligase	-0.0148033260308443	-0.0534596473046942	-0.0537184550751355	-0.235489639139962	0.0273150866967562	0.0229334360220006	0.205156791530252	0.0114958864677712	0.378155345146179	-0.0818176380821498	0.0249055853249973	-0.159552902635343	-0.115546191073917	0.0216695832468119	0.112962218701878	0.303213328670653	-0.136860247742409	-0.12968050351594	-0.0405177915980572	0.357050691917904	0.100333572422797	-0.171739252374079	-0.0121566450492869	0.158559509582385	0.0126041693414536	0.140574742166152	0.172012727689057	-0.150277874910568	-0.0972611835148653	-0.00365065798934916	-0.0360230241005117	0.0138148255142889	-0.105158314768572	-0.187291254256154	-0.0860050088934448
