Gene ID	Locus Tag	Name	Function	
648183157	Dda3937_04626	3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100)	COG1028	
648183158	Dda3937_04204	malonyl-CoA-[acyl-carrier-protein] transacylase	COG0331	
648183159	Dda3937_04203	3-oxoacyl-[acyl-carrier-protein] synthase III	COG0332	
648183160	Dda3937_04202	phosphate:acyl-[acyl carrier protein] acyltransferase	COG0416	
648183175	Dda3937_03561	Lipid A biosynthesis lauroyl acyltransferase	COG1560	
648183191	Dda3937_03410	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	COG0764	
648183192	Dda3937_03411	choline dehydrogenase (EC 1.1.99.1)	COG2303	
648183276	Dda3937_03356	(R)-specific enoyl-CoA hydratase	COG2030	
648183287	Dda3937_03958	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	COG0558	
648183457	Dda3937_04017	putative NUDIX hydrolase	COG1443	
648183471	Dda3937_02103	acetyl-CoA carboxylase, beta (carboxyltransferase) subunit	COG0777	
648183483	Dda3937_02115	3-oxoacyl-[acyl-carrier-protein] synthase I	COG0304	
648183501	Dda3937_00489	Enoyl-CoA hydratase/Delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/3-hydroxyacyl-CoA dehydrogenase/3-hydroxybutyryl-CoA epimerase	COG1250	
648183502	Dda3937_00488	beta-ketoacyl-CoA thiolase, anaerobic, subunit	COG0183	
648183504	Dda3937_00486	long-chain fatty acid outer membrane transporter	COG2067	
648183529	Dda3937_02431	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	COG1028	
648183692	Dda3937_03705	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (EC 1.17.4.3)	COG0821	
648183727	Dda3937_03374	Pectinesterase	COG4677	
648183747	Dda3937_03854	holo-[acyl-carrier-protein] synthase	COG0736	
648183871	Dda3937_03162	2,3-butanediol dehydrogenase/acetoin (diacetyl) reductase	COG1028	
648183881	Dda3937_03171	phosphatidylserine decarboxylase	COG0688	
648183938	Dda3937_00926	medium-long-chain fatty acyl-CoA dehydrogenase	COG1960	
648183979	Dda3937_00887	phosphatidylserine synthase (CDP-diacylglycerol-serine O-phosphatidyltransferase)	COG1502	
648184001	Dda3937_03907	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	COG0245	
648184002	Dda3937_03906	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	COG1211	
648184030	Dda3937_00191	tartronate semialdehyde reductase (TSAR)	COG2084	
648184050	Dda3937_00173	undecaprenyl pyrophosphate phosphatase	COG1968	
648184052	Dda3937_00171	glycerol-3-phosphate acyltransferase PlsY	COG0344	
648184097	Dda3937_02592	bifunctional 2-acylglycerophospho-ethanolamine acyl transferase/acyl-acyl carrier protein synthetase	COG0318	
648184207	Dda3937_02634	oxidoreductase, short chain dehydrogenase/reductase family protein	COG1028	
648184258	Dda3937_02453	Long-chain-fatty-acid--CoA ligase	COG1022	
648184303	Dda3937_01393	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)	COG0761	
648184391	Dda3937_00460	Lipase	COG0657	
648184435	Dda3937_02150	phosphatidylserine decarboxylase	COG0688	
648184619	Dda3937_00315	periplasmic glycerophosphodiester phosphodiesterase	COG0584	
648184621	Dda3937_00313	lysophospholipase L(2)	COG2267	
648184708	Dda3937_02077	Enoyl-CoA hydratase/Delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/3-hydroxyacyl-CoA dehydrogenase/3-hydroxybutyryl-CoA epimerase	COG1250	
648184709	Dda3937_02076	3-ketoacyl-CoA thiolase	COG0183	
648184713	Dda3937_02072	NADH oxidase	COG0446	
648184810	Dda3937_03214	Long-chain-fatty-acid--CoA ligase	COG0318	
648184812	Dda3937_03212	D-alanine--poly(phosphoribitol) ligase subunit 1	COG0318	
648184813	Dda3937_03211	D-alanine--poly(phosphoribitol) ligase subunit 1	COG0318	
648184815	Dda3937_03209	acyl-Coa dehydrogenase, short-chain specific	COG1960	
648184818	Dda3937_00957	acyl-Coa dehydrogenase, short-chain specific	COG1960	
648184833	Dda3937_00971	3-oxoacyl-[acyl-carrier-protein] synthase KASIII	COG0332	
648184866	Dda3937_01002	Urea carboxylase	COG4770	
648184899	Dda3937_01034	Formyl-coenzyme A transferase	COG1804	
648184901	Dda3937_01036	putative formyl-coenzyme A transferase	COG1804	
648184974	Dda3937_00137	Nikkomycin biosynthesis protein, carboxylase	COG0439	
