Gene ID	Locus Tag	Name	Function	
648182543	Dda3937_03328	ABC transporter nucleotide binding/ATPase (peptide)	COG0444	
648182573	Dda3937_04053	oligopeptide ABC transporter membrane protein	COG0601	
648182574	Dda3937_04052	oligopeptide transport system permease OppC	COG1173	
648182575	Dda3937_04051	oligopeptide ABC transporter ATP-binding protein	COG0444	
648182655	Dda3937_00076	Fe3+ ABC transporter periplasmic protein	COG1840	
648182656	Dda3937_03862	Kup system potassium uptake protein	COG3158	
648182685	Dda3937_01629	superoxide dismutase, Cu, Zn	COG2032	
648182732	Dda3937_02937	Fe3+ ABC transporter periplasmic protein	COG1840	
648182764	Dda3937_03723	putative inner membrane protein	COG0861	
648182770	Dda3937_04594	hypothetical protein	COG1971	
648182817	Dda3937_02094	Ferrous iron transport protein B	COG0370	
648182818	Dda3937_02095	Ferrous iron transport protein A	COG1918	
648182898	Dda3937_03794	respiratory nitrate reductase gamma subunit	COG2181	
648182899	Dda3937_03793	respiratory nitrate reductase chaperone NarJ	COG2180	
648182900	Dda3937_03792	respiratory nitrate reductase beta subunit	COG1140	
648182901	Dda3937_03791	nitrate reductase 1, subunit alpha	COG5013	
648182904	Dda3937_03788	nitrate/nitrite transporter	COG2223	
648182955	Dda3937_00110	chloride channel protein	COG0038	
648182957	Dda3937_00112	putative glutathione transporter, ATP-binding protein	COG1124	
648182958	Dda3937_00113	dipeptide transport ATP-binding protein dppD	COG0444	
648182959	Dda3937_00114	dipeptide transport system permease dppC	COG1173	
648182960	Dda3937_00115	putative transporter, permease	COG0601	
648182961	Dda3937_00116	cation transport protein chac	COG3703	
648182963	Dda3937_00118	calcium/sodium:proton antiporter	COG0387	
648182964	Dda3937_00119	putative sulphate anion transporter	COG0659	
648182987	Dda3937_03137	putative Zn(II) transporter	COG0598	
648183069	Dda3937_03836	putative xylanase	COG2382	
648183102	Dda3937_03511	alkanesulfonates-binding protein	COG0715	
648183104	Dda3937_03509	alkanesulfonates transport system permease	COG0600	
648183105	Dda3937_03508	alkanesulfonates ABC transporter ATP-binding protein/sulfonate ABC transporter ATP-binding subunit SsuB	COG1116	
648183389	Dda3937_01847	Nitrate ABC transporter ATP-binding protein	COG1116	
648183390	Dda3937_01846	Nitrate ABC transporter permease	COG0600	
648183391	Dda3937_01845	Nitrate ABC transporter nitrate-binding protein	COG0715	
648183430	Dda3937_01809	putative multicopper oxidase	COG2132	
648183433	Dda3937_01806	NADH:ubiquinone oxidoreductase membrane subunit L	COG1009	
648183514	Dda3937_03032	ferric chrysobactin binding protein;permease periplasmic component	COG4592	
648183517	Dda3937_03034	ferrichrysobactin transporter; ABC permease ; inner membrane protein	COG0609	
648183518	Dda3937_03035	ferrichrysobactin transporter: ABC permease; inner membrane protein	COG4779	
648183519	Dda3937_03036	ferrichrysobactin transporter, permease; ATPase	COG1120	
648183523	Dda3937_03040	chrysobactin oligopeptidase cbsH	COG2382	
648183525	Dda3937_03042	ferrichrysobactin receptor	COG1629	
648183593	Dda3937_01662	Urea carboxylase-related ABC transporter ATPase	COG1116	
648183594	Dda3937_01663	Urea carboxylase-related ABC transporter permease	COG0600	
648183595	Dda3937_01664	Urea carboxylase-related ABC transporter periplasmic substrate-binding protein	COG0715	
648183623	Dda3937_01688	phosphate ABC transporter ATP-binding protein	COG1117	
648183624	Dda3937_01689	phosphate ABC transporter permease	COG4985	
648183626	Dda3937_01691	polyphosphate kinase, component of RNA degradosome	COG0855	
648183627	Dda3937_01692	Exopolyphosphatase	COG0248	
648183635	Dda3937_01699	sulfur transfer protein	COG2920	
648183699	Dda3937_03699	3-mercaptopyruvate sulfurtransferase	COG2897	
648183713	Dda3937_02377	Periplasmic binding protein	COG0614	
648183714	Dda3937_02378	Fe3+-siderophore ABC transporter permease	COG0609	
648183715	Dda3937_02379	Fe3+-siderophores ABC transporters ATP-binding protein	COG1120	
648183716	Dda3937_02380	Iron(III) dicitrate-binding protein	COG0614	
648183717	Dda3937_02381	hypothetical protein	COG2215	
648183773	Dda3937_03504	sulfate/thiosulfate ABC transporter ATP-binding protein	COG1118	
648183774	Dda3937_03505	Sulfate transport system permease cysW	COG4208	
648183775	Dda3937_03506	Sulfate transport system permease cysT	COG0555	
648183776	Dda3937_02639	sulfate ABC transporter periplasmic-binding protein	COG1613	
648183782	Dda3937_00499	periplasmic binding component of cobalamin (vitamin B-12) transporter	COG0614	
648183785	Dda3937_00502	H(+)/Cl(-) exchange transporter clcA	COG0038	
648183787	Dda3937_00504	iron-hydroxamate ABC transporter membrane protein	COG0609	
648183788	Dda3937_00505	iron-hydroxamate ABC transporter periplasmic-binding protein	COG0614	
648183789	Dda3937_00506	iron-hydroxamate ABC transporter ATP-binding protein	COG1120	
648183804	Dda3937_04073	carbonic anhydrase	COG0288	
648183810	Dda3937_04384	Ferric iron ABC transporter permease	COG1178	
648183831	Dda3937_01573	hypothetical protein	COG1496	
648183873	Dda3937_03164	catalase	COG0753	
648183895	Dda3937_03185	ABC transporter inner membrane protein	COG0601	
648183896	Dda3937_03186	ABC transporter permease	COG1173	
648183993	Dda3937_03915	receptor component of DL-methionine uptake transporter (MUT)	COG1464	
648184005	Dda3937_03903	adenylylsulfate kinase (EC 2.7.1.25)	COG0529	
648184006	Dda3937_03902	sulfate adenylyltransferase, subunit 1	COG2895	
648184010	Dda3937_00210	sulfite reductase, subunit beta, NAD(P)-binding protein, heme-binding protein	COG0155	
648184011	Dda3937_00209	sulfite reductase (NADPH) alpha subunit (EC 1.8.1.2)	COG0369	
648184021	Dda3937_00200	Iron-chelating periplasmic-binding protein	COG0614	
648184022	Dda3937_00199	Ferrichrome-iron receptor	COG1629	
648184047	Dda3937_00176	putative adenylate cyclase	COG3025	
648184054	Dda3937_00169	inorganic pyrophosphatase	COG0221	
648184062	Dda3937_00161	PAPS (adenosine 3'-phosphate 5'-phosphosulfate) 3'(2'),5'-bisphosphate nucleotidase	COG1218	
648184120	Dda3937_04080	ABC transporter periplasmic substrate-binding protein	COG1840	
648184186	Dda3937_03085	ABC transporter membrane protein	COG4149	
648184187	Dda3937_03086	putative extracellular solute-binding protein	COG0725	
648184188	Dda3937_03087	Zinc ABC transporter ATP-binding protein ZnuC	COG1121	
648184189	Dda3937_03088	Zinc ABC transporter inner membrane permease ZnuB	COG1108	
648184190	Dda3937_04298	Zinc ABC transporter periplasmic-binding protein ZnuA	COG0803	
648184212	Dda3937_04300	TonB-dependent receptor; outer membrane receptor for ferrienterochelin and colicins	COG4771	
648184264	Dda3937_01354	Iron utilization protein	COG2375	
648184268	Dda3937_01358	membrane protein of thiamin ABC transporter	COG1178	
648184292	Dda3937_01382	protein associated with Co2+ and Mg2+ efflux	COG2967	
648184310	Dda3937_00383	sodium-proton antiporter	COG3004	
648184319	Dda3937_00391	hypothetical protein	COG3022	
648184419	Dda3937_02165	nitrogenase molybdenum-cofactor synthesis protein NifN	COG2710	
648184420	Dda3937_02164	nitrogenase molybdenum-cofactor synthesis protein NifE	COG2710	
648184427	Dda3937_02157	Mo-nitrogenase MoFe protein subunit NifK (EC 1.18.6.1)	COG2710	
648184428	Dda3937_02156	Mo-nitrogenase MoFe protein subunit NifD precursor (EC 1.18.6.1)	COG2710	
648184429	Dda3937_02155	nitrogenase iron protein	COG1348	
648184452	Dda3937_02133	Sodium-dependent phosphate transporter	COG1283	
648184475	Dda3937_01520	NAD-binding component of TrK potassium transporter	COG0569	
648184507	Dda3937_04412	bacterioferritin, iron storage and detoxification protein	COG2193	
648184508	Dda3937_00473	bacterioferritin-associated ferredoxin	COG2906	
648184514	Dda3937_00522	subunit of the heterohexameric YheLMN (TusBCD) mediator of sulfur relay	COG2923	
648184515	Dda3937_00523	tRNA 2-thiouridine synthesizing protein, subunit of sulfur transfer complex, TusD	COG1553	
648184531	Dda3937_00538	Kef-type potassium/proton antiporter, CPA2 family (TC 2.A.37.1)	COG0475	
648184547	Dda3937_00554	major facilitator superfamily protein	COG2807	
648184597	Dda3937_00336	thiosulfate sulfurtransferase (EC 2.8.1.1)	COG0607	
648184632	Dda3937_00303	magnesium/nickel/cobalt transporter	COG0598	
648184640	Dda3937_00295	iron-sulfur cluster (FeS) biosynthesis protein	COG1965	
648184676	Dda3937_00264	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	COG0248	
648184705	Dda3937_02080	Potassium uptake protein TrkH	COG0168	
648184740	Dda3937_02046	putative rhodanese-related sulfurtransferase	COG0607	
648184772	Dda3937_03250	dipeptide transport system permease	COG0601	
648184773	Dda3937_03249	ABC transporter permease	COG1173	
648184779	Dda3937_03243	ABC transporter ATP-binding protein	COG1124	
648184780	Dda3937_03242	olgopeptide transport ATP-binding protein	COG0444	
648184781	Dda3937_03241	dipeptide transport system permease	COG1173	
648184782	Dda3937_03240	dipeptide transport system permease	COG0601	
648184841	Dda3937_00978	nickel/cobalt exporter	COG2215	
648184854	Dda3937_00990	superoxide dismutase, Mn	COG0605	
648184861	Dda3937_00997	Urea carboxylase-related ABC transporter periplasmic substrate-binding protein	COG0715	
648184862	Dda3937_00998	Urea carboxylase-related ABC transporter permease	COG0600	
648184863	Dda3937_00999	Urea carboxylase-related ABC transporter ATPase	COG1116	
648184885	Dda3937_01020	ABC transporter permease	COG0601	
648184886	Dda3937_01021	membrane protein, ABC transporter	COG1173	
648184960	Dda3937_01093	negative regulator of PhoR/PhoB two-component regulator	COG0704	
648184961	Dda3937_01094	phosphate ABC transporter ATP-binding protein, PhoT family (TC 3.A.1.7.1)	COG1117	
648184962	Dda3937_01095	phosphate ABC transporter membrane protein	COG0581	
648184963	Dda3937_01096	phosphate ABC transporter membrane protein 1, PhoT family (TC 3.A.1.7.1)	COG0573	
648184964	Dda3937_01097	phosphate ABC transporter periplasmic-binding component	COG0226	
