locusId	sysName	desc	expName	expDesc	fit	absDiff	p
HGI48_RS01985	HGI48_RS01985	helix-turn-helix transcriptional regulator	setATCH227	Norland	4.53259461239797	5.06622378561654	1.94166671943757e-11
HGI48_RS01985	HGI48_RS01985	helix-turn-helix transcriptional regulator	setATCH228	Norland	6.78191640023245	7.77676981546802	3.85962745030896e-05
HGI48_RS06120	HGI48_RS06120	phosphoribosylaminoimidazolesuccinocarboxamide synthase	setATCH228	Norland	-2.03209009026906	2.27179793312276	0.00813479265309251
HGI48_RS13905	HGI48_RS13905	hypothetical protein	setATCH228	Norland	1.61422976815825	1.36855602634445	0.000127319601434118
HGI48_RS13910	HGI48_RS13910	hypothetical protein	setATCH228	Norland	1.70218095554234	1.6603794669485	0.00789816005938856
HGI48_RS21220	HGI48_RS21220	ribosome-dependent GTPase TypA	setATCH228	Norland	-1.06379501571667	1.31326142969209	0.00285199992711907
HGI48_RS01985	HGI48_RS01985	helix-turn-helix transcriptional regulator	setATCH229	Norland	5.78563084083585	6.17716123863281	5.71335658199811e-05
HGI48_RS04380	HGI48_RS04380	GNAT family N-acetyltransferase	setATCH229	Norland	1.24192046880136	2.19709542590633	0.00579218125298273
HGI48_RS06120	HGI48_RS06120	phosphoribosylaminoimidazolesuccinocarboxamide synthase	setATCH229	Norland	-1.78611208115091	1.70973538152956	0.00239377727398318
HGI48_RS13905	HGI48_RS13905	hypothetical protein	setATCH229	Norland	1.63099671994813	1.26267223021163	0.00746530042951532
HGI48_RS21220	HGI48_RS21220	ribosome-dependent GTPase TypA	setATCH229	Norland	-1.34834757214837	1.38765643023986	0.0052173419654179
HGI48_RS21315	HGI48_RS21315	ribokinase	setATCH229	Norland	1.45896720908812	1.02345067332052	2.59839950357825e-08
HGI48_RS01985	HGI48_RS01985	helix-turn-helix transcriptional regulator	setATCH230	Norland	4.32301255308461	5.15957655715183	0.000184160011151111
HGI48_RS21220	HGI48_RS21220	ribosome-dependent GTPase TypA	setATCH230	Norland	-1.12376601818655	1.28319905586163	0.00516192733011623
HGI48_RS01985	HGI48_RS01985	helix-turn-helix transcriptional regulator	setATCH231	Norland	3.59162250170528	3.82999707741322	2.3906972818699e-09
HGI48_RS01985	HGI48_RS01985	helix-turn-helix transcriptional regulator	setATCH233	Upstate	3.8781962278098	3.98640934914469	1.47496790892821e-05
HGI48_RS06120	HGI48_RS06120	phosphoribosylaminoimidazolesuccinocarboxamide synthase	setATCH233	Upstate	-1.71140001941456	1.7895972148772	0.00817357869103469
HGI48_RS01985	HGI48_RS01985	helix-turn-helix transcriptional regulator	setATCH234	Upstate	4.30022204750922	4.54536666511799	0.000183853299569456
HGI48_RS04450	HGI48_RS04450	cysteine synthase A	setATCH236	Upstate	-1.06127913329568	1.41839903842714	0.00209712972115982
HGI48_RS06120	HGI48_RS06120	phosphoribosylaminoimidazolesuccinocarboxamide synthase	setATCH236	Upstate	-1.86822706337565	1.97350482742415	0.00587539748120689
HGI48_RS21220	HGI48_RS21220	ribosome-dependent GTPase TypA	setATCH236	Upstate	-1.78624834072301	1.04460689001213	0.00759013212498956
HGI48_RS01985	HGI48_RS01985	helix-turn-helix transcriptional regulator	setATCH237	Upstate	4.21968644021801	4.18299991364493	6.72943213385008e-07
HGI48_RS06120	HGI48_RS06120	phosphoribosylaminoimidazolesuccinocarboxamide synthase	setATCH237	Upstate	-2.17128573570169	1.92440481428952	0.00227820647173724
HGI48_RS15470	HGI48_RS15470	type II secretion system minor pseudopilin GspI	setATCH237	Upstate	-1.08232748017119	1.30522888377589	0.00400105374749973
