locusId	sysName	desc	comb	setATCH203 LB	setATCH204 LB	setATCH206 LB	setATCH207 LB	setATCH208 PDB	setATCH209 PDB	setATCH210 PDB	setATCH211 PDB	setATCH212 PDB	setATCH213 PDB	setATCH214 M9	setATCH215 M9	setATCH216 M9	setATCH217 M9	setATCH218 M9	setATCH219 M9	setATCH220 Atlantic	setATCH221 Atlantic	setATCH222 Atlantic	setATCH223 Atlantic	setATCH224 Atlantic	setATCH225 Atlantic	setATCH226 Norland	setATCH227 Norland	setATCH228 Norland	setATCH229 Norland	setATCH230 Norland	setATCH231 Norland	setATCH233 Upstate	setATCH234 Upstate	setATCH235 Upstate	setATCH236 Upstate	setATCH237 Upstate
HGI48_RS00075	HGI48_RS00075	DUF459 domain-containing protein	HGI48_RS00075 DUF459 domain-containing protein	-0.0961940033259925	0.127695037451125	-0.0596574157438876	-0.0101044490261897	-0.254455539454042	-0.408351208863862	-0.529520813170592	0.00774383995201455	-0.132886286191457	-0.408071407328206	-0.160289137906539	-0.360638079386304	0.140102726579608	0.166158957960397	-0.459115985472863	-0.12738702155809	0.0350204205427729	-0.0161449942398566	0.0980272859831287	0.0580770523173461	-0.38027632716038	-0.155376317356403	-0.0713931459003321	-0.0235573958823601	0.0294127172368732	0.164887359025224	-0.0984832406877763	-0.0137187012622784	0.0249689819234039	-0.124102607408613	0.0464492434262518	-0.0662322607883605	-0.123024714027835
HGI48_RS00080	HGI48_RS00080	hypothetical protein	HGI48_RS00080 hypothetical protein	0.167346285007125	0.106007182167922	-0.0635449144765463	-0.178113389989736	-0.0288946787538834	-0.297742200095033	-0.195311386996088	0.0710134831778829	-0.00430551605992546	-0.0917658776497761	0.0371582326183575	0.0530900466351638	0.0729905670077109	-0.00665687878631949	0.122833243320362	-0.0152255281831379	-0.0356745432157057	0.178166467998912	0.0767408089131765	-0.226809265188126	0.0583176253769729	-0.0285183676785625	0.00604599236005954	0.149250473450571	0.377410081414466	0.136347978544113	-0.00515404187430746	-0.167227617798712	0.211891943734646	-0.138562189226673	0.143063836221345	-0.0435926393350974	-0.0357466155985413
HGI48_RS00090	HGI48_RS00090	formyl-CoA transferase	HGI48_RS00090 formyl-CoA transferase	0.0494217193254991	-0.119720717734564	-0.0512383882636518	-0.140847423864477	-0.196500203548687	-0.0169238835833689	-0.0232276703309602	0.0709500139590983	0.0664756090773873	-0.216308910599002	-0.174549217973684	-0.241415909686713	0.0347882262613182	-0.386220137854009	-0.108522463337257	-0.133754040624963	0.211281594432472	-0.00670727928921422	-0.153892756880684	-0.180420915250691	0.251371378459173	0.0347794737947571	0.0573430395085448	-0.0228872992179383	-0.0860646210653013	-0.124370748371298	-0.0104561881518344	0.0598092440833566	-0.297250855042588	0.0695423319440203	-0.0794778589790737	-0.0210269607830287	-0.0687484093930817
HGI48_RS00095	HGI48_RS00095	PAS domain-containing protein	HGI48_RS00095 PAS domain-containing protein	-0.730021449680205	-1.47288729299408	-0.715274110747033	-0.429640898324304	-0.0428716943785042	-0.283089309322489	-0.521762103316614	-0.130738100034272	0.125205172992401	-0.85667051615667	-1.87886836845348	-0.161660238773061	-0.215186394635627	-0.112755745871447	-1.01393831616856	0.707031745956941	-0.701527360861165	0.341437007839412	0.127183928305877	0.208528506804531	-3.41787522350966	0.159553433056263	-0.999448654689577	0.656532856557805	0.0772230797841329	0.433253084863759	-0.617178019157616	-0.760763944754776	-0.153569453895881	-1.25434980455551	-0.895921716436249	-0.154631293546321	-0.376880646020811
HGI48_RS00100	HGI48_RS00100	formyl-CoA transferase	HGI48_RS00100 formyl-CoA transferase	-0.00137690814499214	0.0949745437371947	0.0642385128330465	-0.0768105603446517	-0.148883616727862	0.0431017012769831	0.0344784988354717	0.0154386639524938	0.112143470249911	0.0361360772106289	0.197396181701829	0.0838341632607651	0.00141969513886875	-0.00495987959565247	-0.0182525089491379	0.0867040845086398	0.0219248594189498	-0.0912965457135018	0.142329968567781	-0.149524664280427	0.344864613649107	0.117865302703101	0.0701533086547845	0.0370999037680873	-0.0415430284244047	-0.0261549608818461	-0.0828902834794938	0.102012930139291	-0.0386303934097005	0.0955298796655569	-0.0368557976361013	-0.0547982004977752	0.145534768137956
HGI48_RS00105	HGI48_RS00105	oxalyl-CoA decarboxylase	HGI48_RS00105 oxalyl-CoA decarboxylase	-0.00617938538634366	-0.0862343641155152	-0.00837146624683127	0.104216637558635	0.093866680836362	0.113331050830331	-0.0111098563190662	0.0566401235483044	0.0241726165378757	0.185686332465919	-0.274029106365854	-0.100330669898593	-0.0435659376983879	-0.215215021266057	0.209175779559776	-0.423644446875484	-0.102919356231756	0.130466851450061	0.255105978422558	-0.158113783903121	0.430163874418363	0.0396277836569883	-0.105947188708196	0.124863019982515	-0.0410552628700265	0.242966475859878	-0.0599853826481429	0.0266748755950015	-0.0731010274871216	-0.0127450946206711	-0.111842431132675	0.115878788614356	-0.0285139401557803
HGI48_RS00110	HGI48_RS00110	OFA family MFS transporter	HGI48_RS00110 OFA family MFS transporter	-0.188082584907995	0.0591081659513176	0.00563949218795723	-0.0846638375391441	-0.197597868402884	-0.266444543010975	-0.551240176114439	-0.483069034991324	-0.174857501937107	-0.0978382295378344	0.134505069648699	-0.0326538315566161	0.117663765782043	-0.318217222816396	-0.0437529570387438	-0.17017397543068	0.0494051204681085	-0.531375401792377	0.229743564697263	0.267933872334477	0.37033505375364	0.490088907152349	0.172104868077607	-0.0334344472634485	0.251082747546302	-0.0829472740666526	0.0777741247261474	-0.328089041035244	0.0264300413068266	-0.0892594244215648	0.143963319752587	0.187164495967233	-0.0922742294674401
HGI48_RS00115	HGI48_RS00115	LysR family transcriptional regulator	HGI48_RS00115 LysR family transcriptional regulator	-0.268608586301743	-0.0288551940749626	-0.135343142431688	0.100673944016174	-0.0711718653355332	-0.336731956983765	-0.210279611299417	-0.191599736961909	-0.162675014288629	-0.205695951010432	-0.355858873107579	-0.377063654750171	-0.317846076175557	-0.363051848390482	0.10438242289927	-0.050917103399361	-0.359373580268996	-0.237705279873558	-0.433002495890324	-0.0903590185652942	-0.125717799049299	0.00569016324072047	0.219647041691597	-0.141573204948914	-0.137142179273272	-0.11949800872112	-0.0941876551459939	-0.33626366105479	0.114445009577542	-0.0737888929999895	0.108337139326684	-0.0763417485478779	-0.210280979860504
HGI48_RS00120	HGI48_RS00120	GNAT family N-acetyltransferase	HGI48_RS00120 GNAT family N-acetyltransferase	-0.235107803604382	-0.232195084839071	-0.152569053438664	0.235477260569008	0.131963073504396	0.043039376797841	0.00569782611805336	-0.110632868665924	0.05511095796835	0.268734945120321	-0.0547651986031582	-0.585257530124548	0.151700609234331	-0.639095164335122	-0.358411995973934	0.0302996195969811	-0.272394869543287	-0.524372528760743	0.0466622384607442	-0.538555111715286	0.520431796089615	-0.156018168255145	-0.115119447136539	-0.160601503711949	0.352679889470608	-0.0517469280474552	0.0933860879320643	0.141606729911844	0.277717258022328	-0.00886525191354259	-0.0514220250446555	-0.128822134977924	0.351853260366055
HGI48_RS00125	HGI48_RS00125	DUF3861 domain-containing protein	HGI48_RS00125 DUF3861 domain-containing protein	0.151364178132141	-0.262864765896597	-0.63467819646547	0.0953017944184312	0.0793429471545298	-0.2191141026475	-0.839748482299121	-0.907479166079607	-0.708242370486975	-0.194839500620671	-0.693948448859844	0.590322165978628	0.460602866769505	0.0221741782581626	0.331517264436296	-0.0817653560303577	-0.407244520134486	0.110590983130651	0.103575450247542	0.230211234462111	-0.449783702369799	0.171321623257316	-0.522015668106764	-0.428285074261122	-1.26367016339094	-0.014813536295653	0.124036067876913	0.151436684800314	-0.947321577022186	0.0863644736648201	0.308716173066027	-0.207609095955267	-0.256590430479606
HGI48_RS00130	HGI48_RS00130	glucokinase	HGI48_RS00130 glucokinase	0.181045509843206	0.0448949274378624	-0.192175528430483	-0.0637605663430102	-0.744186404895274	-0.475588966056513	-0.000196681386456454	-0.104532751312361	-0.180859298142704	-0.308361745792873	-0.185314497153208	-0.134115287809081	-0.000502018458463649	-0.570214405934886	-0.645909359155018	-0.33721873587292	0.0524624732494536	-0.318236475794568	0.175960476021437	-0.136342086331357	-0.361107554505502	0.24756926599869	-0.00246165651646568	0.066874104504046	0.0531364379350365	-0.326800346199867	0.0971993066278252	0.0199613539119634	-0.129962399657466	-0.40519130162949	0.055265508950916	-0.381240973661636	0.181909731800601
HGI48_RS00135	HGI48_RS00135	alkylhydroperoxidase domain protein	HGI48_RS00135 alkylhydroperoxidase domain protein	-0.167197564908296	0.174946723349595	-0.329575930596328	-0.0347016182341028	-0.161118886952498	-0.0999432190830857	-0.0799101593234065	0.44008555644205	0.028454422304264	0.0294629368720292	0.198986816408292	0.0794201312375662	-0.019257802455813	-0.506099333372923	-0.408105756325713	0.162446871001587	0.189679621015914	-0.872809789957193	-0.251702459441785	-0.0451684095079162	-0.386423569204774	0.0673639963130379	-0.273922898121979	0.00215527512385627	0.0893101959541218	-0.138929394839645	0.171081758970688	0.0953233612073787	-0.102859824676381	-0.322192441532096	0.52825185092464	0.380739116074543	0.00607720846718363
HGI48_RS00140	HGI48_RS00140	putative FMN-dependent luciferase-like monooxygenase	HGI48_RS00140 putative FMN-dependent luciferase-like monooxygenase	-0.216176713011291	0.211750156354142	0.155265891735215	0.472959749309286	-0.0791708776512701	0.554444685742755	0.748148505360781	1.15284858764199	-0.168534404425219	1.31412837189464	0.761213408604668	-0.397690812957683	0.321780100706675	0.267092417480101	0.163009291958777	0.112641598871831	-0.347050099125083	0.679123133662859	0.388216815264702	1.35509408370667	0.154696630441123	0.85833001142487	0.339519988912131	0.361688362783618	0.344690342016396	1.04905437786215	-0.151742891142198	-0.227845966610114	0.944971267536521	0.81895348602487	1.23306665132783	0.258671175612017	1.07554631287783
HGI48_RS00145	HGI48_RS00145	ABC transporter ATP-binding protein	HGI48_RS00145 ABC transporter ATP-binding protein	-0.38218890861326	-0.0207135920049026	-0.118170193941974	0.169525465185677	-0.246981865353528	-0.16868385223515	0.00830164268831757	-0.00872832019638281	0.0563143228208314	0.165142765847353	0.295388446979967	0.284384009718897	0.100041202127295	0.348090671558615	0.339666480363111	0.330385457165278	-0.219666146913619	0.240367686204537	-0.00736345567161312	0.0283958769427127	-0.0018052812282231	0.00438026106922629	0.0215244875610341	0.00350070635100508	-0.16281121625906	-0.0186466260797706	0.22561627413415	0.0058778577675862	0.0180624093508964	-0.231820072322415	-0.408476503069245	0.494633896569359	-0.144771077708223
HGI48_RS00150	HGI48_RS00150	ABC transporter permease	HGI48_RS00150 ABC transporter permease	0.0679027883947234	-0.0695717777966411	0.0374948996303011	0.0502610506950494	-0.321577337888349	0.120319550237419	0.152612249933483	-0.123809803136626	-0.0954567747771964	-0.321456730475803	0.419281109452807	0.0122397345181069	0.162827539377605	-0.00845645609678769	0.155289680081894	0.0670937426493659	0.15984886355111	-0.300834611476597	-0.238925977777233	-0.261939902442255	-0.365682508185234	-0.0222145895757639	-0.104650090958053	-0.199817051105285	-0.0609662987876021	-0.12164238083636	0.196196736981584	-0.0126483270150273	-0.204722730027918	-0.078896234721342	0.0119894088261572	0.498544277914251	-0.45130379160054
HGI48_RS00155	HGI48_RS00155	ABC transporter permease	HGI48_RS00155 ABC transporter permease	-0.133871693977881	-0.157598419003665	0.181432364197354	-1.1944930646391	0.350047685893593	0.267634994569905	0.477485073870288	-0.134357085737682	0.283682851986898	0.41066873966692	0.562849105675594	0.731693894263249	0.545899040157984	-0.0731082136570838	-0.457006017677624	-0.400877351490389	-0.324522231958347	-0.564944526791639	-1.67655533238166	-0.107228521182436	0.632986582606949	0.156818463802009	-1.35101896814551	-0.726140247479714	-0.40572945113056	1.2943963297097	-0.996068310044665	0.0219717375130057	0.318575537832072	0.517583985956233	-0.802023808758634	0.560873331373264	-0.865826044224349
HGI48_RS00160	HGI48_RS00160	TIGR04028 family ABC transporter substrate-binding protein	HGI48_RS00160 TIGR04028 family ABC transporter substrate-binding protein	0.1286999900077	-0.0254450795875909	0.109710663808794	-0.197123536169858	-0.00631698399664937	-0.291022216747873	0.193210763593885	0.0342097903781687	0.291390642028487	0.01869628721801	-0.0221004142111323	-0.208156511951734	-0.132844032087234	0.128035960202622	-0.434310087561579	-0.0905758277462663	0.20256195007964	-0.407149813840652	-0.257280290268821	-0.0646157055706086	0.210407166218386	0.0716586982181791	-0.0488646242171822	-0.307444002091294	-0.288691721294154	-0.0585589578691785	-0.338391915442334	-0.0919083471493733	-0.201199681983782	-0.0321221122631925	-0.213675869730727	0.0405079144730822	0.100443402813481
HGI48_RS00165	HGI48_RS00165	valine--pyruvate transaminase	HGI48_RS00165 valine--pyruvate transaminase	-0.49989401590027	0.0419070688394185	-0.0383274898495674	-0.267260231018896	-0.012033607984955	0.0870438493707079	0.116161805752228	0.101635501330922	-0.729692559544455	-0.438662693662292	-0.527181021419697	-0.330387777020165	-0.116429763853831	-0.678420485035437	-0.535366276262688	-0.0175284864517347	0.0460378701775785	-0.872195029333819	-0.305304887867626	-0.316839954700999	-0.440275537858015	-0.502111448954845	-0.143892468319077	0.13298479595688	0.020633603058877	-0.360760241005822	0.210338936095275	-0.226209640745796	-0.493929550833675	0.0417599216139883	-0.614432113607037	0.019440160766651	-0.153826319545581
HGI48_RS00170	HGI48_RS00170	aldose 1-epimerase family protein	HGI48_RS00170 aldose 1-epimerase family protein	0.0110756262128497	-0.070431894677436	-0.256594413393477	0.149806328477349	0.00663825097595594	-0.156898709753947	0.0852743601726772	0.0757396341046346	0.187126317064003	-0.00846829621131573	0.147626398623611	-0.11483920043076	0.0474005417178016	0.04541862951763	-0.354594350218998	-0.0455054578060476	0.0864149912676291	-0.0913913628954048	0.384389392254068	-0.251508670197888	0.7737016920425	-0.0289803426773207	-0.174137072818757	0.122370944936428	0.0726406451678618	-0.114735028901056	0.114904357739302	-0.188119102771359	-0.129845445807526	-0.0173933890327722	-0.0273740284683979	0.135492433606119	0.204043455268968
HGI48_RS00175	HGI48_RS00175	glyoxylate/hydroxypyruvate reductase GhrB	HGI48_RS00175 glyoxylate/hydroxypyruvate reductase GhrB	-0.06086336248346	-0.0533875288313912	0.0636046352068986	-0.0633278415594964	-0.276587351575177	-0.20419090858412	-0.125816137651464	-0.0560554770733148	0.221914710437815	0.0600809023407615	0.0771347189517597	-0.0650519142506145	-0.0295559252476187	-0.353345851017482	-0.0855797194501562	-0.0945802660308281	-0.186236645953497	0.170345935704895	0.247352848486191	0.282577959179957	0.294881739309463	0.104465448721028	-0.095960752784646	0.20667715583861	0.081219902554748	-0.287438260197673	-0.0242542149460472	0.19026511879295	0.186692255719485	-0.302214557524997	-0.177405325708138	0.116602553159031	-0.128128447606544
HGI48_RS00180	HGI48_RS00180	RNA-directed DNA polymerase	HGI48_RS00180 RNA-directed DNA polymerase	-0.0612734478086483	0.0759838625324911	-0.0723082078469148	-0.190420078009629	0.0364205183361586	0.150222980049398	-0.0326162328068003	0.109666777438274	0.0878808684247712	0.181279201546646	0.11066437809597	0.203870238216189	0.110112782405451	0.256493870916428	-0.0279798040161849	0.362461870515948	0.0622592681815288	-0.217069787647853	-0.451363827527349	-0.0262623810174141	0.117672675261389	0.0654774374912297	-0.166459320162288	-0.0532709941604854	-0.265524705513548	-0.141814116997039	-0.00282289186126317	-0.00945264414975089	-0.131523672536203	-0.178208398458116	-0.084819404789146	0.16307207155307	-0.138993588948199
HGI48_RS00185	HGI48_RS00185	AAA family ATPase	HGI48_RS00185 AAA family ATPase	0.0875328073038431	0.0940379504016442	-0.155698890879636	-0.0804180620623195	0.0428824772745255	0.0291569986997302	-0.0732693684765693	-0.25824898504749	0.0645907903392651	0.0583082062789561	0.219209537652492	-0.103684695329505	0.0324472764649446	0.0415375353000884	-0.0918330797735369	0.187251583205554	-0.039467060796357	-0.0224800076114522	0.0287909056277278	-0.103546838267028	-0.149397469171748	0.232459193939089	0.265425420678972	-0.178981609656265	0.0520541601770188	-0.065082314671187	0.128895649797766	0.108278513421211	0.20592911798676	0.389635118713466	0.0740160642965202	-0.382397973089049	0.290784859763198
HGI48_RS00190	HGI48_RS00190	TIGR02646 family protein	HGI48_RS00190 TIGR02646 family protein	-0.165612975272214	-0.0220979076092309	-0.319473758596943	-0.420554044996454	-0.39149466513206	-0.251185089375577	-0.0257630311865089	0.0499205789946359	-0.207839532498389	-0.167139147342064	-0.270473977483101	-0.0764136045729851	-0.0723487162794882	-0.299539926372582	-0.276603376193931	-0.259980728564586	-0.410558412887487	-0.0355924031440695	-0.376204175296228	-0.21229489562933	-0.0748469533933547	0.0472742446915164	0.274901409063632	0.0939518346249573	-0.065600726220459	-0.234338830039463	0.264465460531809	-0.244143839144632	0.0951721742808567	-0.00728822508477034	0.322135249363059	0.0639075765727997	-0.0992946779468733
HGI48_RS00195	HGI48_RS00195	N-acetyltransferase	HGI48_RS00195 N-acetyltransferase	-0.117363343532608	0.0328629602089725	-0.0155581445711246	-0.0724712764419622	-0.119184536829781	-0.0795758266442553	-0.202967751060235	-0.0792041902407402	-0.22338824934706	-0.284793719025372	-0.232590572354317	-0.301182359759113	0.0254050415061708	-0.196833086570947	-0.0934945269154321	-0.167233051883122	-0.169921750238048	0.219675231399374	-0.0959950496848272	0.0425408391461234	0.293539844257092	0.0480979231182255	-0.209993979522563	0.0808007318968562	-0.186767147790483	0.0870312172951699	-0.0635266666288878	-0.197243723630707	-0.175265156313701	-0.059999661559395	-0.361567180600901	0.0962795872060533	-0.0066965909213097
HGI48_RS00200	HGI48_RS00200	DNA-3-methyladenine glycosylase I	HGI48_RS00200 DNA-3-methyladenine glycosylase I	0.00385957484338662	-0.0382127323532597	0.345590003364597	-0.344258139347483	-0.273294119290469	-0.360356050124549	-0.00350839791361723	-0.310471694735144	-0.513495336361143	-0.120351320515162	-0.174159420244195	0.0358881864981697	0.0381981455641909	-0.327880557237395	0.089773314516475	-0.837001513845212	-0.305325282111614	-0.811751294778023	-0.564159598688775	-0.0978832609827965	-0.433301905977429	-0.200276466856507	-0.409216093902638	-0.393111852529261	-0.343936968098697	-0.617773717573642	-0.0981887532843508	-0.341969647376455	-0.0724910819279254	-0.137114991535831	-0.707898163570568	-0.426791363638896	-0.389943386961844
HGI48_RS00205	HGI48_RS00205	sulfite exporter TauE/SafE family protein	HGI48_RS00205 sulfite exporter TauE/SafE family protein	-0.284562530543051	0.164989389178586	0.132790991948101	0.145975687890306	-0.323900712991456	-0.265650766739424	-0.153808952434251	-0.254307162553545	-0.368103860738222	-0.171042622081814	0.247268637332818	0.112820263826678	0.0116858907826527	0.0418138450047365	0.171338103299609	-0.229066327472523	-0.0897357730374553	-0.0949369598709846	0.40938087563531	-0.014959424677839	-0.70719200239019	-0.115470981483901	-0.0183036346853573	-0.229805588524684	0.217010695154489	0.135470911402057	-0.193297088495469	-0.115765231459412	-0.0928599507216818	-0.449603806982756	0.194621323137939	-0.380415247114908	-0.0748258482599127
HGI48_RS00220	HGI48_RS00220	alpha/beta hydrolase	HGI48_RS00220 alpha/beta hydrolase	-0.119000375054513	-0.0576556369092622	0.0317992076849507	0.0577143673201072	-0.0729620216405009	0.0685579340620022	0.079855343137432	-0.263213734811613	-0.246853577232942	-0.221043451087521	0.232920804128068	0.203509872254837	-0.092226766533132	-0.0633601875275649	0.0604825146322612	-0.0410880505070459	0.0629502314710506	0.169034078004996	0.118481728724543	0.483293360859237	0.185856686114285	0.214935419806066	0.0644441376101312	0.142514405707638	0.0899400573209508	0.0597479937472754	0.178823212423541	0.215789080934321	-0.104307269739113	0.538972747858414	0.436244276394919	0.643397234934956	0.12208809089042
